Country,Area,Months,Year,temperature
KAZ,Kazakhstan,June,2017,1.248
KAZ,Kazakhstan,July,2017,1.456
KAZ,Kazakhstan,August,2017,2.153
KAZ,Kazakhstan,September,2017,1.095
KAZ,Kazakhstan,October,2017,0.769
KAZ,Kazakhstan,November,2017,3.592
KAZ,Kazakhstan,December,2017,0.793
KEN,Kenya,January,2017,1.146
KEN,Kenya,February,2017,1.416
KEN,Kenya,March,2017,1.895
KEN,Kenya,April,2017,1.767
KEN,Kenya,May,2017,1.358
KEN,Kenya,June,2017,1.666
KEN,Kenya,July,2017,1.727
KEN,Kenya,August,2017,1.885
KEN,Kenya,September,2017,3.189
KEN,Kenya,October,2017,1.2
KEN,Kenya,November,2017,0.863
KEN,Kenya,December,2017,1.079
KUW,Kuwait,January,2017,1.114
KUW,Kuwait,February,2017,-1.318
KUW,Kuwait,March,2017,1.476
KUW,Kuwait,April,2017,3.003
KUW,Kuwait,May,2017,3.305
KUW,Kuwait,June,2017,2.434
KUW,Kuwait,July,2017,4.054
KUW,Kuwait,August,2017,3.555
KUW,Kuwait,September,2017,2.848
KUW,Kuwait,October,2017,2.355
KUW,Kuwait,November,2017,1.937
KUW,Kuwait,December,2017,2.224
KGZ,Kyrgyzstan,January,2017,1.853
KGZ,Kyrgyzstan,February,2017,1.562
KGZ,Kyrgyzstan,March,2017,0.232
KGZ,Kyrgyzstan,April,2017,0.097
KGZ,Kyrgyzstan,May,2017,2.805
KGZ,Kyrgyzstan,June,2017,1.542
KGZ,Kyrgyzstan,July,2017,1.915
KGZ,Kyrgyzstan,August,2017,0.537
KGZ,Kyrgyzstan,September,2017,1.331
KGZ,Kyrgyzstan,October,2017,0.871
KGZ,Kyrgyzstan,November,2017,2.896
KGZ,Kyrgyzstan,December,2017,1.05
LAT,Latvia,January,2017,2.452
LAT,Latvia,February,2017,3.528
LAT,Latvia,March,2017,4.64
LAT,Latvia,April,2017,0.118
LAT,Latvia,May,2017,0.42
LAT,Latvia,June,2017,-0.596
LAT,Latvia,July,2017,-0.356
LAT,Latvia,August,2017,1.058
LAT,Latvia,September,2017,1.511
LAT,Latvia,October,2017,0.182
LAT,Latvia,November,2017,2.006
LAT,Latvia,December,2017,3.903
LIB,Lebanon,January,2017,-0.451
LIB,Lebanon,February,2017,-0.443
LIB,Lebanon,March,2017,1.152
LIB,Lebanon,April,2017,1.647
LIB,Lebanon,May,2017,1.835
LIB,Lebanon,June,2017,1.474
LIB,Lebanon,July,2017,3.257
LIB,Lebanon,August,2017,1.828
LIB,Lebanon,September,2017,2.134
LIB,Lebanon,October,2017,0.735
LIB,Lebanon,November,2017,0.864
LIB,Lebanon,December,2017,2.153
LTU,Lithuania,January,2017,2.038
LTU,Lithuania,February,2017,3.361
LTU,Lithuania,March,2017,5.01
LTU,Lithuania,April,2017,-0.039
LTU,Lithuania,May,2017,0.736
LTU,Lithuania,June,2017,-0.214
LTU,Lithuania,July,2017,-0.262
LTU,Lithuania,August,2017,1.185
LTU,Lithuania,September,2017,1.412
LTU,Lithuania,October,2017,0.494
LTU,Lithuania,November,2017,2.006
LTU,Lithuania,December,2017,3.827
LUX,Luxembourg,January,2017,-1.576
LUX,Luxembourg,February,2017,3.254
LUX,Luxembourg,March,2017,4.116
LUX,Luxembourg,April,2017,0.232
LUX,Luxembourg,May,2017,2.803
LUX,Luxembourg,June,2017,3.47
LUX,Luxembourg,July,2017,2.14
LUX,Luxembourg,August,2017,1.699
LUX,Luxembourg,September,2017,-0.412
LUX,Luxembourg,October,2017,2.304
LUX,Luxembourg,November,2017,0.993
LUX,Luxembourg,December,2017,1.753
MAS,Malaysia,January,2017,1.357
MAS,Malaysia,February,2017,0.998
MAS,Malaysia,March,2017,0.849
MAS,Malaysia,April,2017,0.838
MAS,Malaysia,May,2017,1.093
MAS,Malaysia,June,2017,0.967
MAS,Malaysia,July,2017,1.123
MAS,Malaysia,August,2017,1.093
MAS,Malaysia,September,2017,0.976
MAS,Malaysia,October,2017,1.304
MAS,Malaysia,November,2017,1.3
MAS,Malaysia,December,2017,1.138
MRI,Mauritius,January,2017,0.423
MRI,Mauritius,February,2017,1.028
MRI,Mauritius,March,2017,1.018
MRI,Mauritius,April,2017,1.327
MRI,Mauritius,May,2017,1.201
MRI,Mauritius,June,2017,1.487
MRI,Mauritius,July,2017,1.882
MRI,Mauritius,August,2017,1.698
MRI,Mauritius,September,2017,1.76
MRI,Mauritius,October,2017,1.737
MRI,Mauritius,November,2017,1.402
MRI,Mauritius,December,2017,0.867
MEX,Mexico,January,2017,1.741
MEX,Mexico,February,2017,2.718
MEX,Mexico,March,2017,2.274
MEX,Mexico,April,2017,1.347
MEX,Mexico,May,2017,1.065
MEX,Mexico,June,2017,1.253
MEX,Mexico,July,2017,0.847
MEX,Mexico,August,2017,1.07
MEX,Mexico,September,2017,0.809
MEX,Mexico,October,2017,1.346
MEX,Mexico,November,2017,2.096
MEX,Mexico,December,2017,0.776
MGL,Mongolia,January,2017,2.169
MGL,Mongolia,February,2017,4.291
MGL,Mongolia,March,2017,2.405
MGL,Mongolia,April,2017,4.087
MGL,Mongolia,May,2017,3.693
MGL,Mongolia,June,2017,2.717
MGL,Mongolia,July,2017,3.292
MGL,Mongolia,August,2017,0.945
MGL,Mongolia,September,2017,1.7
MGL,Mongolia,October,2017,0.736
MGL,Mongolia,November,2017,1.186
MGL,Mongolia,December,2017,3.491
MNE,Montenegro,January,2017,-3.233
MNE,Montenegro,February,2017,3.174
MNE,Montenegro,March,2017,3.792
MNE,Montenegro,April,2017,0.502
MNE,Montenegro,May,2017,1.552
MNE,Montenegro,June,2017,3.076
MNE,Montenegro,July,2017,2.83
MNE,Montenegro,August,2017,3.916
MNE,Montenegro,September,2017,0.376
MNE,Montenegro,October,2017,0.562
MNE,Montenegro,November,2017,0.108
MNE,Montenegro,December,2017,0.784
MAR,Morocco,January,2017,-0.54
MAR,Morocco,February,2017,1.446
MAR,Morocco,March,2017,1.68
MAR,Morocco,April,2017,4.046
MAR,Morocco,May,2017,3.934
MAR,Morocco,June,2017,4.628
MAR,Morocco,July,2017,2.138
MAR,Morocco,August,2017,2.297
MAR,Morocco,September,2017,1.961
MAR,Morocco,October,2017,3.183
MAR,Morocco,November,2017,2.294
MAR,Morocco,December,2017,0.527
MOZ,Mozambique,January,2017,0.856
MOZ,Mozambique,February,2017,0.712
MOZ,Mozambique,March,2017,0.313
MOZ,Mozambique,April,2017,0.16
MOZ,Mozambique,May,2017,0.746
MOZ,Mozambique,June,2017,1.503
MOZ,Mozambique,July,2017,1.365
MOZ,Mozambique,August,2017,0.802
MOZ,Mozambique,September,2017,1.024
MOZ,Mozambique,October,2017,0.915
MOZ,Mozambique,November,2017,-0.17
MOZ,Mozambique,December,2017,0.194
NAM,Namibia,January,2017,-0.048
NAM,Namibia,February,2017,-0.252
NAM,Namibia,March,2017,-0.171
NAM,Namibia,April,2017,0.365
NAM,Namibia,May,2017,1.463
NAM,Namibia,June,2017,2.043
NAM,Namibia,July,2017,2.299
NAM,Namibia,August,2017,1.26
NAM,Namibia,September,2017,2.923
NAM,Namibia,October,2017,0.02
NAM,Namibia,November,2017,0.471
NAM,Namibia,December,2017,0.241
NED,Netherlands,January,2017,-0.365
NED,Netherlands,February,2017,2.811
NED,Netherlands,March,2017,3.968
NED,Netherlands,April,2017,0.45
NED,Netherlands,May,2017,2.693
NED,Netherlands,June,2017,2.765
NED,Netherlands,July,2017,1.61
NED,Netherlands,August,2017,1.023
NED,Netherlands,September,2017,0.026
NED,Netherlands,October,2017,2.61
NED,Netherlands,November,2017,1.231
NED,Netherlands,December,2017,1.702
NZL,New Zealand,January,2017,-0.099
NZL,New Zealand,February,2017,0.52
NZL,New Zealand,March,2017,0.404
NZL,New Zealand,April,2017,1.013
NZL,New Zealand,May,2017,-0.017
NZL,New Zealand,June,2017,0.488
NZL,New Zealand,July,2017,0.244
NZL,New Zealand,August,2017,1.411
NZL,New Zealand,September,2017,1.058
NZL,New Zealand,October,2017,1.115
NZL,New Zealand,November,2017,0.996
NZL,New Zealand,December,2017,2.692
NIG,Niger,January,2017,1.274
NIG,Niger,February,2017,-0.071
NIG,Niger,March,2017,0.67
NIG,Niger,April,2017,0.886
NIG,Niger,May,2017,1.396
NIG,Niger,June,2017,1.271
NIG,Niger,July,2017,1.017
NIG,Niger,August,2017,1.249
NIG,Niger,September,2017,1.637
NIG,Niger,October,2017,0.685
NIG,Niger,November,2017,0.483
NIG,Niger,December,2017,0.683
NGR,Nigeria,January,2017,1.987
NGR,Nigeria,February,2017,0.467
NGR,Nigeria,March,2017,1.297
NGR,Nigeria,April,2017,1.566
NGR,Nigeria,May,2017,1.381
NGR,Nigeria,June,2017,1.088
NGR,Nigeria,July,2017,1.105
NGR,Nigeria,August,2017,0.907
NGR,Nigeria,September,2017,1.266
NGR,Nigeria,October,2017,1.619
NGR,Nigeria,November,2017,1.386
NGR,Nigeria,December,2017,1.641
NOR,Norway,January,2017,3.935
NOR,Norway,February,2017,3.19
NOR,Norway,March,2017,2.183
NOR,Norway,April,2017,0.392
NOR,Norway,May,2017,0.344
NOR,Norway,June,2017,0.09
NOR,Norway,July,2017,0.276
NOR,Norway,August,2017,0.109
NOR,Norway,September,2017,1.856
NOR,Norway,October,2017,1.351
NOR,Norway,November,2017,0.598
NOR,Norway,December,2017,1.158
PAK,Pakistan,January,2017,0.494
PAK,Pakistan,February,2017,1.054
PAK,Pakistan,March,2017,1.079
PAK,Pakistan,April,2017,2.428
PAK,Pakistan,May,2017,2.087
PAK,Pakistan,June,2017,0.336
PAK,Pakistan,July,2017,0.073
PAK,Pakistan,August,2017,0.239
PAK,Pakistan,September,2017,0.528
PAK,Pakistan,October,2017,2.063
PAK,Pakistan,November,2017,0.425
PAK,Pakistan,December,2017,0.284
PAN,Panama,January,2017,1.064
PAN,Panama,February,2017,-0.244
PAN,Panama,March,2017,0.886
PAN,Panama,April,2017,1.483
PAN,Panama,May,2017,1.31
PAN,Panama,June,2017,0.357
PAN,Panama,July,2017,0.701
PAN,Panama,August,2017,0.292
PAN,Panama,September,2017,1.03
PAN,Panama,October,2017,1.312
PAN,Panama,November,2017,1.152
PAN,Panama,December,2017,1.174
PAR,Paraguay,January,2017,1.619
PAR,Paraguay,February,2017,1.15
PAR,Paraguay,March,2017,1.166
PAR,Paraguay,April,2017,0.359
PAR,Paraguay,May,2017,1.304
PAR,Paraguay,June,2017,1.189
PAR,Paraguay,July,2017,2.103
PAR,Paraguay,August,2017,2.795
PAR,Paraguay,September,2017,2.492
PAR,Paraguay,October,2017,1.179
PAR,Paraguay,November,2017,0.148
PAR,Paraguay,December,2017,0.947
PER,Peru,January,2017,0.834
PER,Peru,February,2017,0.871
PER,Peru,March,2017,0.883
PER,Peru,April,2017,1.165
PER,Peru,May,2017,1.457
PER,Peru,June,2017,1.244
PER,Peru,July,2017,1.269
PER,Peru,August,2017,1.37
PER,Peru,September,2017,0.974
PER,Peru,October,2017,0.845
PER,Peru,November,2017,0.632
PER,Peru,December,2017,0.951
PHI,Philippines,January,2017,1.236
PHI,Philippines,February,2017,0.789
PHI,Philippines,March,2017,0.761
PHI,Philippines,April,2017,0.781
PHI,Philippines,May,2017,1.122
PHI,Philippines,June,2017,1.087
PHI,Philippines,July,2017,0.71
PHI,Philippines,August,2017,1.399
PHI,Philippines,September,2017,1.283
PHI,Philippines,October,2017,1.01
PHI,Philippines,November,2017,1.495
PHI,Philippines,December,2017,1.19
POL,Poland,January,2017,-0.194
POL,Poland,February,2017,2.665
POL,Poland,March,2017,4.536
POL,Poland,April,2017,0.123
POL,Poland,May,2017,1.38
POL,Poland,June,2017,1.458
POL,Poland,July,2017,0.682
POL,Poland,August,2017,2.082
POL,Poland,September,2017,0.526
POL,Poland,October,2017,1.564
POL,Poland,November,2017,1.329
POL,Poland,December,2017,2.781
POR,Portugal,January,2017,0.005
POR,Portugal,February,2017,2.108
POR,Portugal,March,2017,1.861
POR,Portugal,April,2017,3.545
POR,Portugal,May,2017,3.104
POR,Portugal,June,2017,4.131
POR,Portugal,July,2017,1.616
POR,Portugal,August,2017,1.93
POR,Portugal,September,2017,0.911
POR,Portugal,October,2017,3.89
POR,Portugal,November,2017,1.353
POR,Portugal,December,2017,0.728
PUR,Puerto Rico,January,2017,0.496
PUR,Puerto Rico,February,2017,1.076
PUR,Puerto Rico,March,2017,0.797
PUR,Puerto Rico,April,2017,0.549
PUR,Puerto Rico,May,2017,0.671
PUR,Puerto Rico,June,2017,0.633
PUR,Puerto Rico,July,2017,1.057
PUR,Puerto Rico,August,2017,1.183
PUR,Puerto Rico,September,2017,1.036
PUR,Puerto Rico,October,2017,0.533
PUR,Puerto Rico,November,2017,0.925
PUR,Puerto Rico,December,2017,1.207
QAT,Qatar,January,2017,1.837
QAT,Qatar,February,2017,-1.174
QAT,Qatar,March,2017,0.647
QAT,Qatar,April,2017,3
QAT,Qatar,May,2017,3.334
QAT,Qatar,June,2017,2.306
QAT,Qatar,July,2017,2.579
QAT,Qatar,August,2017,2.397
QAT,Qatar,September,2017,2.48
QAT,Qatar,October,2017,2.555
QAT,Qatar,November,2017,1.816
QAT,Qatar,December,2017,0.824
KOR,South Korea,January,2017,1.669
KOR,South Korea,February,2017,1.085
KOR,South Korea,March,2017,1.398
KOR,South Korea,April,2017,2.356
KOR,South Korea,May,2017,1.94
KOR,South Korea,June,2017,1.231
KOR,South Korea,July,2017,2.158
KOR,South Korea,August,2017,0.467
KOR,South Korea,September,2017,0.712
KOR,South Korea,October,2017,1.086
KOR,South Korea,November,2017,-0.727
KOR,South Korea,December,2017,-1.632
MDA,Moldova,January,2017,-1.18
MDA,Moldova,February,2017,1.456
MDA,Moldova,March,2017,5.372
MDA,Moldova,April,2017,0.118
MDA,Moldova,May,2017,0.443
MDA,Moldova,June,2017,1.765
MDA,Moldova,July,2017,1.001
MDA,Moldova,August,2017,2.822
MDA,Moldova,September,2017,2.461
MDA,Moldova,October,2017,0.852
MDA,Moldova,November,2017,1.131
MDA,Moldova,December,2017,3.764
ROU,Romania,January,2017,-2.68
ROU,Romania,February,2017,2.201
ROU,Romania,March,2017,4.436
ROU,Romania,April,2017,0.01
ROU,Romania,May,2017,0.828
ROU,Romania,June,2017,2.211
ROU,Romania,July,2017,1.553
ROU,Romania,August,2017,3.041
ROU,Romania,September,2017,1.498
ROU,Romania,October,2017,0.821
ROU,Romania,November,2017,0.881
ROU,Romania,December,2017,2.674
RUS,Russian Federation,January,2017,2.617
RUS,Russian Federation,February,2017,4.258
RUS,Russian Federation,March,2017,7.389
RUS,Russian Federation,April,2017,2.864
RUS,Russian Federation,May,2017,0.383
RUS,Russian Federation,June,2017,1.162
RUS,Russian Federation,July,2017,0.462
RUS,Russian Federation,August,2017,1.547
RUS,Russian Federation,September,2017,0.377
RUS,Russian Federation,October,2017,1.06
RUS,Russian Federation,November,2017,2.702
RUS,Russian Federation,December,2017,3.665
KSA,Saudi Arabia,January,2017,1.596
KSA,Saudi Arabia,February,2017,-1.189
KSA,Saudi Arabia,March,2017,1.236
KSA,Saudi Arabia,April,2017,2.839
KSA,Saudi Arabia,May,2017,2.272
KSA,Saudi Arabia,June,2017,1.99
KSA,Saudi Arabia,July,2017,3.294
KSA,Saudi Arabia,August,2017,3.213
KSA,Saudi Arabia,September,2017,2.202
KSA,Saudi Arabia,October,2017,1.527
KSA,Saudi Arabia,November,2017,1.826
KSA,Saudi Arabia,December,2017,1.309
SEN,Senegal,January,2017,1.408
SEN,Senegal,February,2017,1.516
SEN,Senegal,March,2017,2.425
SEN,Senegal,April,2017,2.441
SEN,Senegal,May,2017,1.364
SEN,Senegal,June,2017,1.558
SEN,Senegal,July,2017,1.336
SEN,Senegal,August,2017,1.102
SEN,Senegal,September,2017,2.076
SEN,Senegal,October,2017,2.458
SEN,Senegal,November,2017,1.693
SEN,Senegal,December,2017,0.76
SRB,Serbia,January,2017,-3.584
SRB,Serbia,February,2017,2.835
SRB,Serbia,March,2017,4.249
SRB,Serbia,April,2017,0.349
SRB,Serbia,May,2017,1.258
SRB,Serbia,June,2017,2.873
SRB,Serbia,July,2017,2.597
SRB,Serbia,August,2017,3.483
SRB,Serbia,September,2017,0.864
SRB,Serbia,October,2017,0.99
SRB,Serbia,November,2017,0.579
SRB,Serbia,December,2017,1.855
SCG,Serbia and Montenegro,January,2017,NA
SCG,Serbia and Montenegro,February,2017,NA
SCG,Serbia and Montenegro,March,2017,NA
SCG,Serbia and Montenegro,April,2017,NA
SCG,Serbia and Montenegro,May,2017,NA
SCG,Serbia and Montenegro,June,2017,NA
SCG,Serbia and Montenegro,July,2017,NA
SCG,Serbia and Montenegro,August,2017,NA
SCG,Serbia and Montenegro,September,2017,NA
SCG,Serbia and Montenegro,October,2017,NA
SCG,Serbia and Montenegro,November,2017,NA
SCG,Serbia and Montenegro,December,2017,NA
SIN,Singapore,January,2017,NA
SIN,Singapore,February,2017,NA
SIN,Singapore,March,2017,NA
SIN,Singapore,April,2017,NA
SIN,Singapore,May,2017,NA
SIN,Singapore,June,2017,NA
SIN,Singapore,July,2017,NA
SIN,Singapore,August,2017,NA
SIN,Singapore,September,2017,NA
SIN,Singapore,October,2017,NA
SIN,Singapore,November,2017,NA
SIN,Singapore,December,2017,NA
SVK,Slovakia,January,2017,-2.998
SVK,Slovakia,February,2017,2.761
SVK,Slovakia,March,2017,4.206
SVK,Slovakia,April,2017,0.196
SVK,Slovakia,May,2017,1.767
SVK,Slovakia,June,2017,2.827
SVK,Slovakia,July,2017,1.602
SVK,Slovakia,August,2017,3.228
SVK,Slovakia,September,2017,0.288
SVK,Slovakia,October,2017,1.119
SVK,Slovakia,November,2017,0.732
SVK,Slovakia,December,2017,1.605
SLO,Slovenia,January,2017,-2.534
SLO,Slovenia,February,2017,3.114
SLO,Slovenia,March,2017,4.349
SLO,Slovenia,April,2017,1.525
SLO,Slovenia,May,2017,2.144
SLO,Slovenia,June,2017,3.533
SLO,Slovenia,July,2017,2.748
SLO,Slovenia,August,2017,3.625
SLO,Slovenia,September,2017,-0.859
SLO,Slovenia,October,2017,1.618
SLO,Slovenia,November,2017,0.755
SLO,Slovenia,December,2017,1.36
RSA,South Africa,January,2017,0.336
RSA,South Africa,February,2017,1.012
RSA,South Africa,March,2017,1.114
RSA,South Africa,April,2017,1.554
RSA,South Africa,May,2017,1.751
RSA,South Africa,June,2017,1.574
RSA,South Africa,July,2017,1.486
RSA,South Africa,August,2017,0.502
RSA,South Africa,September,2017,2.006
RSA,South Africa,October,2017,-0.08
RSA,South Africa,November,2017,0.066
RSA,South Africa,December,2017,0.418
ESP,Spain,January,2017,-0.147
ESP,Spain,February,2017,2.052
ESP,Spain,March,2017,1.989
ESP,Spain,April,2017,2.492
ESP,Spain,May,2017,2.874
ESP,Spain,June,2017,4.076
ESP,Spain,July,2017,1.805
ESP,Spain,August,2017,2.007
ESP,Spain,September,2017,0.604
ESP,Spain,October,2017,3.054
ESP,Spain,November,2017,0.896
ESP,Spain,December,2017,0.329
SRI,Sri Lanka,January,2017,0.641
SRI,Sri Lanka,February,2017,0.438
SRI,Sri Lanka,March,2017,0.846
SRI,Sri Lanka,April,2017,1.525
SRI,Sri Lanka,May,2017,1.185
SRI,Sri Lanka,June,2017,1.228
SRI,Sri Lanka,July,2017,1.844
SRI,Sri Lanka,August,2017,1.22
SRI,Sri Lanka,September,2017,0.789
SRI,Sri Lanka,October,2017,1.22
SRI,Sri Lanka,November,2017,0.931
SRI,Sri Lanka,December,2017,1.153
SUD,Sudan,January,2017,2.823
SUD,Sudan,February,2017,-0.414
SUD,Sudan,March,2017,0.73
SUD,Sudan,April,2017,2.037
SUD,Sudan,May,2017,1.458
SUD,Sudan,June,2017,1.429
SUD,Sudan,July,2017,2.011
SUD,Sudan,August,2017,1.566
SUD,Sudan,September,2017,1.3
SUD,Sudan,October,2017,0.723
SUD,Sudan,November,2017,0.97
SUD,Sudan,December,2017,2.72
SUR,Suriname,January,2017,0.961
SUR,Suriname,February,2017,1.038
SUR,Suriname,March,2017,1.207
SUR,Suriname,April,2017,1.423
SUR,Suriname,May,2017,1.273
SUR,Suriname,June,2017,1.667
SUR,Suriname,July,2017,1.655
SUR,Suriname,August,2017,2.042
SUR,Suriname,September,2017,1.665
SUR,Suriname,October,2017,1.315
SUR,Suriname,November,2017,1.272
SUR,Suriname,December,2017,1.166
SWE,Sweden,January,2017,3.847
SWE,Sweden,February,2017,3.854
SWE,Sweden,March,2017,2.948
SWE,Sweden,April,2017,0.467
SWE,Sweden,May,2017,0.522
SWE,Sweden,June,2017,0.04
SWE,Sweden,July,2017,-0.056
SWE,Sweden,August,2017,0.229
SWE,Sweden,September,2017,1.334
SWE,Sweden,October,2017,1.135
SWE,Sweden,November,2017,0.976
SWE,Sweden,December,2017,2.038
SUI,Switzerland,January,2017,-1.639
SUI,Switzerland,February,2017,3.291
SUI,Switzerland,March,2017,4.036
SUI,Switzerland,April,2017,1.078
SUI,Switzerland,May,2017,2.213
SUI,Switzerland,June,2017,4.089
SUI,Switzerland,July,2017,2.276
SUI,Switzerland,August,2017,2.994
SUI,Switzerland,September,2017,-0.858
SUI,Switzerland,October,2017,2.247
SUI,Switzerland,November,2017,0.585
SUI,Switzerland,December,2017,0.588
SYR,Syria,January,2017,-0.15
SYR,Syria,February,2017,-0.355
SYR,Syria,March,2017,1.528
SYR,Syria,April,2017,1.231
SYR,Syria,May,2017,1.481
SYR,Syria,June,2017,1.673
SYR,Syria,July,2017,3.21
SYR,Syria,August,2017,2.051
SYR,Syria,September,2017,2.863
SYR,Syria,October,2017,0.769
SYR,Syria,November,2017,1.087
SYR,Syria,December,2017,2.754
TJK,Tajikistan,January,2017,0.994
TJK,Tajikistan,February,2017,0.165
TJK,Tajikistan,March,2017,0.191
TJK,Tajikistan,April,2017,-0.045
TJK,Tajikistan,May,2017,3.58
TJK,Tajikistan,June,2017,1.517
TJK,Tajikistan,July,2017,1.597
TJK,Tajikistan,August,2017,0.304
TJK,Tajikistan,September,2017,0.904
TJK,Tajikistan,October,2017,1.289
TJK,Tajikistan,November,2017,2.989
TJK,Tajikistan,December,2017,1.156
THA,Thailand,January,2017,1.903
THA,Thailand,February,2017,0.741
THA,Thailand,March,2017,0.967
THA,Thailand,April,2017,0.378
THA,Thailand,May,2017,0.449
THA,Thailand,June,2017,0.796
THA,Thailand,July,2017,0.221
THA,Thailand,August,2017,1.045
THA,Thailand,September,2017,1.257
THA,Thailand,October,2017,1.089
THA,Thailand,November,2017,1.455
THA,Thailand,December,2017,0.878
TOG,Togo,January,2017,1.553
TOG,Togo,February,2017,1.277
TOG,Togo,March,2017,1.614
TOG,Togo,April,2017,1.421
TOG,Togo,May,2017,1.113
TOG,Togo,June,2017,1.226
TOG,Togo,July,2017,1.164
TOG,Togo,August,2017,0.808
TOG,Togo,September,2017,1.055
TOG,Togo,October,2017,1.5
TOG,Togo,November,2017,1.895
TOG,Togo,December,2017,1.299
TGA,Tonga,January,2017,1.541
TGA,Tonga,February,2017,0.729
TGA,Tonga,March,2017,1.446
TGA,Tonga,April,2017,1.495
TGA,Tonga,May,2017,1.578
TGA,Tonga,June,2017,1.327
TGA,Tonga,July,2017,1.395
TGA,Tonga,August,2017,1.441
TGA,Tonga,September,2017,1.381
TGA,Tonga,October,2017,1.3
TGA,Tonga,November,2017,1.292
TGA,Tonga,December,2017,0.997
TRI,Trinidad and Tobago,January,2017,NA
TRI,Trinidad and Tobago,February,2017,NA
TRI,Trinidad and Tobago,March,2017,NA
TRI,Trinidad and Tobago,April,2017,NA
TRI,Trinidad and Tobago,May,2017,NA
TRI,Trinidad and Tobago,June,2017,1.575
TRI,Trinidad and Tobago,July,2017,0.95
TRI,Trinidad and Tobago,August,2017,2.356
TRI,Trinidad and Tobago,September,2017,2.277
TRI,Trinidad and Tobago,October,2017,1.524
TRI,Trinidad and Tobago,November,2017,1.684
TRI,Trinidad and Tobago,December,2017,0.541
TUN,Tunisia,January,2017,-1.194
TUN,Tunisia,February,2017,2.112
TUN,Tunisia,March,2017,1.68
TUN,Tunisia,April,2017,1.335
TUN,Tunisia,May,2017,2.807
TUN,Tunisia,June,2017,2.495
TUN,Tunisia,July,2017,2.455
TUN,Tunisia,August,2017,2.575
TUN,Tunisia,September,2017,1.054
TUN,Tunisia,October,2017,0.519
TUN,Tunisia,November,2017,0.442
TUN,Tunisia,December,2017,-0.181
TUR,Turkey,January,2017,-1.316
TUR,Turkey,February,2017,0.07
TUR,Turkey,March,2017,2.068
TUR,Turkey,April,2017,0.47
TUR,Turkey,May,2017,0.568
TUR,Turkey,June,2017,1.5
TUR,Turkey,July,2017,2.291
TUR,Turkey,August,2017,2.345
TUR,Turkey,September,2017,3.242
TUR,Turkey,October,2017,0.304
TUR,Turkey,November,2017,0.365
TUR,Turkey,December,2017,2.666
UGA,Uganda,January,2017,1.255
UGA,Uganda,February,2017,1.431
UGA,Uganda,March,2017,1.517
UGA,Uganda,April,2017,2.217
UGA,Uganda,May,2017,1.481
UGA,Uganda,June,2017,1.956
UGA,Uganda,July,2017,1.584
UGA,Uganda,August,2017,2.031
UGA,Uganda,September,2017,2.638
UGA,Uganda,October,2017,1.282
UGA,Uganda,November,2017,0.727
UGA,Uganda,December,2017,0.995
UKR,Ukraine,January,2017,0.069
UKR,Ukraine,February,2017,1.917
UKR,Ukraine,March,2017,5.68
UKR,Ukraine,April,2017,0.481
UKR,Ukraine,May,2017,0.013
UKR,Ukraine,June,2017,1.085
UKR,Ukraine,July,2017,0.741
UKR,Ukraine,August,2017,3.206
UKR,Ukraine,September,2017,2.462
UKR,Ukraine,October,2017,0.869
UKR,Ukraine,November,2017,1.078
UKR,Ukraine,December,2017,4.659
UAE,United Arab Emirates,January,2017,1.37
UAE,United Arab Emirates,February,2017,-0.837
UAE,United Arab Emirates,March,2017,0.742
UAE,United Arab Emirates,April,2017,2.582
UAE,United Arab Emirates,May,2017,2.834
UAE,United Arab Emirates,June,2017,2.612
UAE,United Arab Emirates,July,2017,2.452
UAE,United Arab Emirates,August,2017,1.862
UAE,United Arab Emirates,September,2017,1.762
UAE,United Arab Emirates,October,2017,1.567
UAE,United Arab Emirates,November,2017,0.844
UAE,United Arab Emirates,December,2017,0.051
GBR,Great Britain,January,2017,1.242
GBR,Great Britain,February,2017,2.377
GBR,Great Britain,March,2017,2.575
GBR,Great Britain,April,2017,1.191
GBR,Great Britain,May,2017,2.208
GBR,Great Britain,June,2017,1.762
GBR,Great Britain,July,2017,1.016
GBR,Great Britain,August,2017,0.573
GBR,Great Britain,September,2017,0.368
GBR,Great Britain,October,2017,1.719
GBR,Great Britain,November,2017,0.311
GBR,Great Britain,December,2017,0.399
TAN,Tanzania,January,2017,2.063
TAN,Tanzania,February,2017,1.436
TAN,Tanzania,March,2017,1.246
TAN,Tanzania,April,2017,1.22
TAN,Tanzania,May,2017,1.94
TAN,Tanzania,June,2017,1.931
TAN,Tanzania,July,2017,1.838
TAN,Tanzania,August,2017,1.966
TAN,Tanzania,September,2017,1.946
TAN,Tanzania,October,2017,1.656
TAN,Tanzania,November,2017,0.939
TAN,Tanzania,December,2017,1.662
USA,United States,January,2017,2.128
USA,United States,February,2017,3.528
USA,United States,March,2017,1.844
USA,United States,April,2017,1.978
USA,United States,May,2017,0.521
USA,United States,June,2017,1.1
USA,United States,July,2017,1.259
USA,United States,August,2017,0.1
USA,United States,September,2017,0.918
USA,United States,October,2017,1.23
USA,United States,November,2017,1.797
USA,United States,December,2017,2.149
URU,Uruguay,January,2017,0.643
URU,Uruguay,February,2017,1.683
URU,Uruguay,March,2017,0.449
URU,Uruguay,April,2017,1.164
URU,Uruguay,May,2017,1.319
URU,Uruguay,June,2017,2.373
URU,Uruguay,July,2017,2.951
